ID|Facility_Code|Facility Name|Region Name|Province_name|City/Municipality Name|Barangay Name|Health Facility Type|Ownership Major Classification|Date Operational|Operational Status|Functionality_status|total_no_of_days_operational_in_week|opeational_days_in_month|Machine_operation_hours_daily|total_hours_operation_in_month|Total Machines|Combined Total Modules of ALL GX machines|Combined Total of Functional Modules|Combined Total of Non-Functional Modules|avg_time_to_complete_test_in_hr|Estimated_test_can_be_done_in_month|Total_test_completed|Percentage_utilization|Xpert_utilization_rate|Percentage_availability|utilization_threshold|Latitude|Longitude|average_utilization|staddev_utilization|zscore|Open_From|Open_To|Source_latitude|Source_longitude|amount|Disease_type|STrider_allocated|stRider_location_lat|stRider_location_long|stRider_address|mean_utilization|std_deviation|zscore_calculated|UtilizationCategory|Source_lat|Source_lon|Source_lat_rad|Source_lon_rad|Latitude_rad|Longitude_rad|Distance_to_Source_km|Cluster|source_facility_icon|target_facility_icon|DrivingDistance|DrivingTime|route_path_string
25|DOH000000000001483|West Crame Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF SAN JUAN|WEST CRAME|Rural Health Unit|NCR, SECOND DISTRICT (Not a Province)|01-08-2017|Operational|Functional|5|20|12|240|1|4|4|0|3|320|11.0|3.44|2.75|100.0|0|14.6047325|121.0502761|50.61693694|34.2588236|-1.377074049|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|359|TB|GUINTU, Bon Louieze M.|14.6026312|121.0381049|606 General S. De Jesus, San Juan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.377074049405163|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2549006684980228|2.1127258783932006|7.49196176297779|Cluster_10km|car|place|3.0|00:07:23|LINESTRING (121.037969 14.602713,121.03773000000001 14.60234,121.03668000000002 14.602799999999998,121.03653000000001 14.604970000000002,121.05004 14.609670000000003,121.05093000000001 14.607400000000004,121.05 14.607160000000004,121.05067000000003 14.604910000000004)
26|DOH000000000001944|Tunasan Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MUNTINLUPA|TUNASAN|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|01-09-2015|Operational|Functional|2|8|12|96|1|4|4|0|3|128|123.0|96.09|30.75|100.0|0|14.376872|121.048053|50.61693694|34.2588236|1.32733872|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3396|HIV|TATLONG HARI, Mary Jane M. |14.4199739|121.0346812|1781 Filinvest Ave, Alabang, Muntinlupa, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3273387200787248|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2509237525377822|2.1126870779785993|23.402739469321254|Cluster_gthn_10km|car|place|7.8|00:12:37|LINESTRING (121.034718 14.419959,121.0349 14.42031,121.03473999999999 14.420390000000001,121.03808999999998 14.41848,121.03888 14.412260000000005,121.04077 14.411840000000003,121.04132 14.411680000000002,121.03952 14.387680000000007,121.04521000000003 14.386740000000003,121.04712 14.37633,121.04803 14.37678,121.04803 14.376872)
27|DOH000000000002237|Alabang Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MUNTINLUPA|ALABANG|Rural Health Unit|Government|07-11-2019|Operational|Functional|5|20|12|240|1|4|3|1|3|240|200.0|83.33|50|75.0|0|14.418945|121.044649|50.61693694|34.2588236|0.95487993|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|155|HIV|TATLONG HARI, Mary Jane M. |14.4199739|121.0346812|1781 Filinvest Ave, Alabang, Muntinlupa, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.954879929591791|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2516580649139738|2.112627666970862|18.83943673827187|Cluster_gthn_10km|car|place|2.2|00:05:23|LINESTRING (121.034718 14.419959,121.0349 14.42031,121.03674 14.422810000000002,121.03907999999998 14.422450000000003,121.03938 14.421610000000005,121.04531000000006 14.417500000000008,121.04531000000006 14.417050000000007,121.04556000000005 14.417100000000007,121.04562000000007 14.420200000000007,121.04525000000005 14.420120000000004,121.04525000000005 14.419150000000004,121.04464000000006 14.419160000000003)
28|DOH000000000002263|Dr. Mariano C. Icasiano Health Center and Lying-In Clinic|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|PACO|BARANGAY 812|Rural Health Unit|Government|09-12-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|110.0|34.38|27.5|100.0|0|14.53723|121.0808|50.61693694|34.2588236|-0.473949051|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2963|TB|DOMINGO, Johanna Roman|14.589613|120.9749784|HXPQ+35G, Conde de Gamazo, Intramuros, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.4739490511554975|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25372252761969527|2.1132586209487503|11.182503809939284|Cluster_gthn_10km|car|place|17.2|00:39:48|LINESTRING (120.97495 14.58959,120.9744 14.58912,120.97362 14.589929999999999,120.97839 14.59384,120.98063000000002 14.590170000000002,120.99144000000005 14.570290000000005,120.99167000000004 14.570330000000006,120.99936000000005 14.572620000000006,121.00618000000003 14.559960000000007,121.00732000000004 14.557730000000006,121.03321000000008 14.556910000000007,121.03511000000006 14.555170000000007,121.04523000000005 14.555290000000003,121.05728000000008 14.551460000000002,121.06107000000009 14.553310000000007,121.06121000000007 14.553640000000005,121.06296000000007 14.556030000000005,121.06308000000007 14.556120000000005,121.07011000000006 14.553670000000007,121.07453000000008 14.551660000000009,121.07890000000006 14.550900000000007,121.07879000000004 14.548570000000007,121.07818000000002 14.545050000000007,121.0811 14.541070000000008,121.08008 14.538400000000006,121.08067 14.537880000000007,121.08032 14.537360000000007,121.080747 14.537155000000007)
29|DOH000000000002418|Sta. Lucia Super Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|SANTA LUCIA|Rural Health Unit||10-07-2019|Operational|Functional|3|12|12|144|1|4|4|0|3|192|142.0|73.96|35.5|100.0|0|14.707508|121.05349|50.61693694|34.2588236|0.681373749|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2429|Covid-19|BENAVIDEZ, Michael|14.65802245|121.074828|Tandang Sora Ave, Quezon City,Metro Manila,Philippines|50.61693693693694|34.258823595808344|0.6813737488031884|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2566944393634062|2.1127819715300307|16.062285989213585|Cluster_gthn_10km|car|place|10.2|00:18:15|LINESTRING (121.07482 14.65805,121.07249000000003 14.664349999999999,121.07221000000003 14.664459999999998,121.07137000000003 14.664849999999998,121.07084000000003 14.665399999999998,121.08203000000009 14.705029999999997,121.06277000000009 14.70864999999999,121.05910000000009 14.70572999999999,121.05810000000007 14.70499999999999,121.05589000000006 14.704079999999989,121.05579000000004 14.70471999999999,121.05315000000004 14.70621999999999,121.05334000000005 14.706509999999989,121.05306000000004 14.70672999999999)
30|DOH000000000002472|E. Aldana Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF LAS PINAS|ELIAS ALDANA|Rural Health Unit|Government|10-11-2015|Non-Operational|Functional|0|0|12|0|1|4|3|1|3|0|0.0|0.0|0|75.0|0|14.477546|120.979864|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2476|Covid-19|DELA CRUZ, Eleazar C.|14.4562418|120.9945891|FX5J+FFP, Las Piñas, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Not Operational|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.252680845308935|2.111496955414957|11.257666453306726|Cluster_gthn_10km|car|place|4.0|00:11:19|LINESTRING (120.994553 14.456244,120.9946 14.45684,120.99475000000005 14.460689999999998,120.97745999999997 14.471109999999987,120.97869999999998 14.473739999999987,120.98034999999999 14.473969999999985,120.97875999999997 14.473869999999986,120.98040999999998 14.477679999999987,120.98024999999998 14.477739999999987,120.98010999999998 14.477429999999986)
31|DOH000000000002524|Tondo Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY 165|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|29-05-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|138.0|43.13|34.5|100.0|0|14.626034|120.973641|50.61693694|34.2588236|-0.218540398|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|842|TB|BUGAWAN, Marcelo G. Jr.|14.62796918|120.9639863|C. Playa, Tondo, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.2185403978043479|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25527244980863634|2.1113883435756056|5.441215215972233|Cluster_10km|car|place|1.4|00:04:39|LINESTRING (120.963977 14.627965,120.96419 14.62748,120.96548 14.62803,120.96724999999999 14.624920000000005,120.97016 14.62714,120.97337999999999 14.626610000000003)
32|DOH000000000003029|Bagong Silang Phase 2 Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 176|Rural Health Unit|Government|01-06-2019|Operational|Functional|3|12|12|144|2|8|8|0|3|384|314.0|81.77|39.25|100.0|0|14.774702|121.051281|50.61693694|34.2588236|0.909344215|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1827|HIV|TRINO, Efren G.|14.76847558|121.0370721|MX3C+WPG, A. Mabini St, Sangandaan, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.9093442153943289|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2578671959009912|2.112743417206854|22.904127881718768|Cluster_gthn_10km|car|place|3.2|00:09:44|LINESTRING (121.03716 14.76844,121.03719000000001 14.76718,121.03849000000001 14.76718,121.03966000000003 14.767209999999999,121.03967000000003 14.765419999999999,121.04383000000003 14.765399999999998,121.04383000000003 14.767449999999998,121.04482000000004 14.775150000000002,121.04584000000004 14.775010000000002,121.04621000000004 14.776840000000002,121.05132000000003 14.775900000000004,121.05099000000004 14.775290000000004)
33|DOH000000000003062|Velasquez Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY  97|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|03-06-2019|Operational|Functional|5|20|12|240|2|8|7|1|3|560|151.0|26.96|18.88|87.5|0|14.6213916|120.9646976|50.61693694|34.2588236|-0.690535589|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2993|HIV|MANERA, Fernando S. |14.6096971|120.9677432|1012, 312 Moriones St, Tondo, Maynila, 1012 Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|-0.6905355891972725|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25519142464344174|2.1112322517992825|5.285388010586694|Cluster_10km|car|place|1.7|00:05:50|LINESTRING (120.967803 14.609678,120.96759 14.60903,120.96669000000001 14.608830000000001,120.96632000000001 14.609900000000001,120.96650000000001 14.60993,120.96678000000003 14.613119999999999,120.96600000000004 14.61329,120.96481300000002 14.621417000000001)
34|DOH000000000003082|Malibay Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|PASAY CITY|BARANGAY 174|Rural Health Unit|Government|04-05-2021|Operational|Functional|5|20|12|240|1|4|4|0|3|320|77.0|24.06|19.25|100.0|0|14.5340352|121.0093594|50.61693694|34.2588236|-0.775185314|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3551|HIV|SANTIAGO, Rosauro L.|14.53377|120.99477|40 Russel Avenue, Baclaran, Pasay, Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|-0.7751853143079394|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25366676784075254|2.11201174725915|5.552630974560447|Cluster_10km|car|place|2.7|00:08:13|LINESTRING (120.994763 14.533823,120.99300000000001 14.533610000000001,120.99282000000001 14.535060000000001,120.9926 14.536970000000002,120.99834999999997 14.537550000000001,120.99842999999997 14.537030000000001,120.99990999999997 14.536410000000002,121.00070999999996 14.537410000000003,121.00454999999994 14.537920000000003,121.00912999999996 14.534200000000004,121.00916999999995 14.534290000000004,121.00942599999995 14.534155000000004)
35|DOH000000000003209|Pulang Lupa 2 Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF LAS PINAS|PULANG LUPA DOS|Rural Health Unit||22-03-2021|Operational|Functional|4|16|12|192|1|4|4|0|3|256|212.0|82.81|53|100.0|0|14.7022769|121.0006233|50.61693694|34.2588236|0.939701358|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3548|Covid-19|BUBAN, Mark Jayson C.|14.4760526|121.0014279|F2G2+9HM, Schilling Ln, Franc, Parañaque, 1700 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.9397013581926371|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2566031394449051|2.1118592735503663|13.839781990347475|Cluster_gthn_10km|car|place|29.7|00:51:15|LINESTRING (121.001425 14.476055,121.00084 14.47551,120.99185000000003 14.490879999999988,120.98679000000004 14.49258999999999,120.98699000000005 14.49365999999999,120.99333000000009 14.517409999999984,120.9928200000001 14.535059999999989,120.99002000000007 14.550539999999994,120.97561000000005 14.582889999999988,120.97977000000004 14.58535999999999,120.98540000000008 14.604599999999992,120.9860100000001 14.60814999999999,120.98650000000016 14.614069999999995,120.98764000000016 14.615029999999994,120.98886000000014 14.61612999999999,120.9891000000002 14.623749999999994,120.98912000000021 14.626019999999995,120.98974000000021 14.626039999999996,120.9935400000002 14.637139999999995,121.00035000000021 14.658649999999998,120.99368000000024 14.707129999999998,120.99322000000024 14.70867,120.99332000000024 14.708739999999999,121.00002000000023 14.702089999999997)
36|DOH000000000003482|Kamuning Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|KAMUNING|Rural Health Unit|Government|01-06-2019|Operational|Functional|5|20|12|240|1|4|2|2|3|160|8.0|5.0|2|50.0|0|14.625885|121.036988|50.61693694|34.2588236|-1.331538335|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|233|TB|CALAYWAN, Genesis|14.6872734|121.1056781|J3G3+CR Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.3315383352077006|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25526984926805085|2.1124939572968664|7.590686064560168|Cluster_10km|car|place|13.4|00:24:41|LINESTRING (121.10568 14.68709,121.10538000000001 14.687149999999999,121.10542000000001 14.687549999999998,121.10504000000002 14.687969999999996,121.10119000000002 14.690799999999994,121.09918 14.690179999999994,121.09759 14.689609999999993,121.09611000000001 14.691379999999993,121.0894 14.686439999999992,121.08559000000002 14.683999999999992,121.05139000000003 14.652919999999996,121.04695000000001 14.65056,121.04311 14.64774,121.04253 14.64742,121.04025 14.646009999999999,121.03731 14.64418,121.04227000000002 14.63671,121.04575000000003 14.630700000000003,121.03638000000001 14.628040000000002,121.03703900000002 14.625899000000004)
37|DOH000000000003483|Holy Spirit Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|HOLY SPIRIT|Rural Health Unit|Government|16-09-2019|Transferred to other facility|Transferred to other facility|0|0|12|0|1|4|4|0|3|0|22.0|0.0|5.5|100.0|0|14.68936|121.08386|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|630|Covid-19|BAWAG, Ernie|14.68211|121.07712|16 Don Faustino, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Not Operational|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25637769701075425|2.113312028023861|16.195149783183403|Cluster_gthn_10km|car|place|6.2|00:11:54|LINESTRING (121.077103 14.68212,121.07801999999998 14.68358,121.08299000000001 14.677940000000001,121.07468000000003 14.668270000000003,121.08741000000008 14.689150000000001,121.08703000000007 14.687800000000001,121.0863900000001 14.686220000000002,121.08421000000008 14.686580000000001)
38|DOH000000000003484|Commonwealth Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|COMMONWEALTH|Rural Health Unit|Government|04-06-2019|Operational|Functional|5|20|12|240|1|4|2|2|3|160|210.0|96.56|52.5|50.0|0|14.6968976|121.0882077|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2523|TB|BAWAG, Ernie|14.68211|121.07712|16 Don Faustino, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25650925294845256|2.11338790970375|17.1371829051802|Cluster_gthn_10km|car|place|6.2|00:10:08|LINESTRING (121.077103 14.68212,121.07801999999998 14.68358,121.08299000000001 14.677940000000001,121.07468000000003 14.668270000000003,121.0875200000001 14.696790000000002,121.0882130000001 14.696795000000002)
39|DOH000000000003872|Amang Rodriguez Memorial Medical Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF MARIKINA|SANTO NIÑO|Hospital|Government|01-08-2017|Operational|Functional|5|20|12|240|2|20|19|1|3|1520|377.0|24.8|18.85|95.0|0|14.6357903|121.0984453|50.61693694|34.2588236|-0.75358504|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|96|HIV|AMADO, Gerardo L.|14.63534|121.09998|Sumulong Hwy, Marikina, 1800 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.7535850396245277|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25544272936644863|2.1135665895312523|13.658654742352168|Cluster_gthn_10km|car|place|0.2|00:00:25|LINESTRING (121.09998 14.63534,121.09842399999998 14.635572)
40|DOH000000000003897|Tejeros Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|TEJEROS|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|14-01-2022|Transferred to other facility|Transferred to other facility|0|0|12|0|1|0|0|0|3|0|0.0|0.0|#DIV/0!|0.0|0|14.574712|121.014617|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2909|TB|ULANDAY, Kim John E.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Not Operational|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2543767119299278|2.1121035096899026|3.0993127669483935|Cluster_5km|car|place|6.1|00:12:56|LINESTRING (121.045065 14.545075,121.02957999999997 14.550169999999996,121.01557999999993 14.561239999999989,121.01628999999993 14.56426999999999,121.01895999999994 14.57117999999999,121.01562999999994 14.571779999999988,121.01666999999993 14.575129999999989,121.01637999999993 14.575509999999989)
41|DOH000000000004173|Sumilang Super Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF PASIG|SANTA ROSA|Rural Health Unit|NCR, SECOND DISTRICT (Not a Province)|04-08-2017|Operational|Functional|5|20|12|240|1|4|4|0|3|320|75.0|23.44|18.75|100.0|0|14.558834|121.073324|50.61693694|34.2588236|-0.793282842|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3550|TB|MIRANDA, Emmanuel N.|14.57636261|121.0920004|25 B Harrison, Pasig, 1607 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.7932828417453921|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2540995885512961|2.113128140133871|9.641103547626726|Cluster_10km|car|place|3.6|00:10:29|LINESTRING (121.091993 14.576338,121.09116 14.57657,121.09078000000001 14.57651,121.09088 14.575300000000002,121.08510999999997 14.57636,121.07612999999996 14.566020000000004,121.07594999999996 14.565220000000004,121.07658999999998 14.560830000000008,121.07651999999997 14.560250000000009,121.07593999999997 14.560430000000009,121.07359999999996 14.559510000000012,121.07327999999995 14.55898000000001)
42|DOH000000000004639|V. Luna General Hospital|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|PINYAHAN|Hospital||11-03-2014|Operational|Functional|4|16|12|192|1|4|4|0|3|256|0.0|0.0|0|100.0|0|14.6357147|121.0526552|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1201|Covid-19|BENAVIDEZ, Michael|14.65802245|121.074828|Tandang Sora Ave, Quezon City,Metro Manila,Philippines|50.61693693693694|34.258823595808344|0.0|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2554414098975341|2.112767401521435|9.57115798160959|Cluster_10km|car|place|5.6|00:13:03|LINESTRING (121.07482 14.65805,121.07624 14.65976,121.07427999999997 14.657550000000002,121.0743 14.648570000000001,121.06042999999998 14.647230000000004,121.05994999999999 14.646900000000006,121.05900999999999 14.646450000000009,121.0575 14.647250000000007,121.05723 14.646130000000007,121.05537 14.645730000000007,121.05507999999999 14.646260000000007,121.05331 14.645270000000005,121.0531 14.645620000000005,121.05457 14.636199999999999,121.05284 14.63656,121.05279 14.636289999999999,121.05300000000001 14.63579,121.05266700000001 14.635758)
43|DOH000000000004661|West Rembo Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|WEST REMBO|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|02-01-2020|Operational|Functional|5|20|12|240|2|8|8|0|3|640|56.0|8.75|7|100.0|0|14.562906|121.059984|50.61693694|34.2588236|-1.222077484|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1225|TB|ULANDAY, Kim John E.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.2220774837714936|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25417065835843733|2.1128953132116552|8.14074642992782|Cluster_10km|car|place|4.3|00:09:14|LINESTRING (121.045065 14.545075,121.04568 14.54511,121.05299000000005 14.545790000000002,121.05422000000003 14.547410000000003,121.05508000000002 14.549560000000001,121.05554000000004 14.551210000000001,121.05610000000004 14.55179,121.05728000000003 14.551460000000002,121.06107000000004 14.553310000000007,121.06121000000003 14.553640000000005,121.06296000000003 14.556030000000005,121.06308000000003 14.556120000000005,121.06454000000002 14.555180000000005,121.05996500000002 14.562867999999996)
44|DOH000000000004708|Gat Andres Bonifacio Medical Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY  12|Hospital|Government|03-04-2015|Operational|Functional|5|20|12|240|1|4|4|0|3|320|94.0|29.38|23.5|100.0|0|14.600982|120.9649024|50.61693694|34.2588236|-0.619896853|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1080|HIV|MANERA, Fernando S. |14.6096971|120.9677432|1012, 312 Moriones St, Tondo, Maynila, 1012 Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|-0.6198968530704403|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2548352099244267|2.1112358262335906|3.37527485656876|Cluster_5km|car|place|1.3|00:04:35|LINESTRING (120.967803 14.609678,120.96759 14.60903,120.96669000000001 14.608830000000001,120.96571000000002 14.60861,120.96571000000003 14.6064,120.96433000000002 14.605620000000002,120.96493000000001 14.603280000000002,120.96439000000001 14.603110000000001,120.96452000000002 14.600779999999999,120.96461300000003 14.600952999999999)
45|DOH000000000004710|San Dionisio Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF PARA?AQUE|SAN DIONISIO|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|22-05-2019|Operational|Functional|4|16|12|192|1|4|4|0|3|256|161.0|62.89|40.25|100.0|0|14.4948166|120.9895504|50.61693694|34.2588236|0.358245315|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1202|HIV|BUBAN, Mark Jayson C.|14.4760526|121.0014279|F2G2+9HM, Schilling Ln, Franc, Parañaque, 1700 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.35824531536350546|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2529822741427299|2.1116660149876223|9.324632924593262|Cluster_10km|car|place|3.0|00:06:47|LINESTRING (121.001425 14.476055,121.00084 14.47551,120.99247000000004 14.494289999999989,120.99216000000004 14.493549999999988,120.99032000000003 14.494299999999988,120.99034000000003 14.494369999999988)
46|DOH000000000004735|Moonwalk Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF PARA?AQUE|MOONWALK|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|01-11-2014|Operational|Functional|3|12|12|144|1|4|4|0|3|192|72.0|37.5|18|100.0|0|14.4915749|121.0142935|50.61693694|34.2588236|-0.382877623|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2922|HIV|BUBAN, Mark Jayson C.|14.4760526|121.0014279|F2G2+9HM, Schilling Ln, Franc, Parañaque, 1700 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.3828776227605734|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.252925695804368|2.1120978635497725|10.142326789949847|Cluster_gthn_10km|car|place|5.9|00:13:01|LINESTRING (121.001425 14.476055,121.00084 14.47551,120.99414 14.484689999999993,120.99376000000001 14.485269999999993,120.99498000000001 14.48623999999999,121.00029000000005 14.496089999999983,121.00806000000004 14.500489999999983,121.00892000000005 14.499789999999985,121.0146900000001 14.491879999999988,121.0143010000001 14.491888999999988)
47|DOH000000000004799|San Lazaro Hospital|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|SANTA CRUZ|BARANGAY 331|Hospital|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|01-10-2011|Operational|Functional|5|20|12|240|2|8|8|0|3|640|238.0|37.19|29.75|100.0|0|14.61338|120.98095|50.61693694|34.2588236|-0.391926386|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|567|HIV|CALISIN, Carlo A.|14.67192|120.98271|2nd Flr, 1441-1449 Tayuman St, Santa Cruz, Manila, 1014 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.3919263864792999|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25505159584508896|2.1115159096906337|3.905927212746594|Cluster_5km|car|place|7.1|00:18:16|LINESTRING (120.98271 14.67192,120.98206 14.67193,120.98392999999997 14.657500000000006,120.9806399999999 14.632580000000011,120.98254999999983 14.613130000000009,120.98079999999982 14.613230000000009,120.98079999999982 14.61335000000001,120.98094999999982 14.61335000000001)
48|DOH000000000004806|A.H. Lacson Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|SANTA ANA|BARANGAY 884|Rural Health Unit|Government|18-11-2014|Operational|Functional|5|20|12|240|2|20|15|5|3|1200|133.0|11.08|6.65|75.0|0|14.5806801|121.0136713|50.61693694|34.2588236|-1.154065808|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1029|TB|CRUZ, Ryan B.|14.573827|120.9824748|H2H2+FG3, Pedro Gil St, Paco, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.1540658080791304|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2544808749250161|2.112087004111167|2.9759945425045995|Cluster_5km|car|place|3.6|00:11:14|LINESTRING (120.982531 14.573667,120.99825999999997 14.578759999999997,121.01326000000003 14.58181999999999,121.01346000000002 14.580549999999993)
